CTD-2588J6.1	1132
CTD-2588J6.2	424
RP13-100A9.2	301
RP3-415N12.1	654
RP11-959I15.3	1746
ATRX	12218
RP11-181G12.4	324
RP11-181G12.5	314
AC007272.1	126
RP11-181G12.2	2596
AC007272.3	1378
RP1-241P17.4	1020
IGHV7-34-1	350
AIMP1P1	937
CPHL1P	3482
SSXP10	565
AIMP1P2	312
RP11-454K24.1	2454
RP1-20N18.4	299
TCOF1	11277
NSRP1	3331
RP5-1000K24.2	337
SPPL3	6693
AF001548.5	836
AP000867.13	121
AP000867.14	255
RNU5B-1	116
OPA1	8448
RHEB	3535
RP11-666A8.1	708
AC090587.5	494
RP11-190A12.7	681
RP11-489D6.2	561
AC090587.2	2843
AL359853.1	97
AL359853.2	396
RP11-626A1.1	715
RP11-61E11.2	641
RP11-61E11.1	289
RP11-626A1.2	319
ITGA8	7528
AC108938.2	1531
AC108938.5	1468
RP11-146D12.2	1791
ITGA1	15853
ITGA2	7910
ITGA3	9815
ITGA4	8220
ITGA5	7577
ITGA6	6704
ITGA7	6377
TRHR	1678
AC007272.4	348
AC010468.3	458
AC010468.2	438
AC010468.1	817
RP11-428L21.2	925
UFSP1	994
TCAM1	3547
AL359180.1	294
RP11-566K19.5	4410
RP11-566K19.6	797
RP11-566K19.3	507
RP11-566K19.8	1835
RP11-566K19.9	1708
AP002348.1	125
RP1-200K18.1	563
AC007272.2	963
C9orf41	4610
TEX28P2	1471
TEX28P1	1471
FAM212B	10740
FAM212A	1040
ZFP161	3528
CHST8	2897
CHST1	3478
RP11-155G15.3	384
CHST3	6970
CHST2	3526
CHST5	3322
CHST4	2595
CHST7	2289
CHST6	3470
ITGAX	6533
BCL2A1	1089
ITGAV	8213
PREP	3762
AC004448.5	894
ITGAL	6255
ITGAM	5642
AC004448.2	520
ITGAD	5145
ITGAE	6660
CITF22-24E5.1	549
AC084149.1	797
AC084149.2	284
ATP1B3-AS1	376
AC114496.1	78
IGF2R	9958
RP11-54J7.2	491
SLC36A4	9681
SLC36A3	4575
RP4-597J3.1	584
SLC36A1	7050
RP11-562M8.4	400
AC114973.1	632
RP11-45O22.1	1363
RP11-325D8.1	547
C14orf118	21987
ARTN	2658
ART1	1467
ART3	3278
ART5	1691
ART4	5214
CTA-246H3.8	663
AC007040.7	1139
AC009120.4	1769
CELSR3	13888
AC129492.6	1804
RNase_MRP	1299
CRTAM	2675
RP11-170L9.1	318
DPYD-IT1	401
CADPS2	6373
RLF	6361
RP1-15D7.1	224
CTD-3116E22.2	780
SP8	3717
RNU6-15	107
MDH1	4993
TRNAQ50P	72
RP11-841C19.1	342
AC007040.1	297
RP11-841C19.3	309
RP11-841C19.4	235
CPEB3	5978
CPEB2	7177
SRBD1	5045
ABAT	9744
AP001877.1	654
AE000658.31	570
RP11-67M24.5	667
RP11-418B12.1	749
CTD-3065B20.1	309
CTD-3065B20.3	807
CTD-3065B20.2	474
AP000568.2	442
RP11-795J1.2	310
RP11-795J1.1	622
POU5F1B	5357
AL357518.1	277
AC006482.1	273
CTB-161K23.1	2957
RP11-300J18.2	331
RP11-300J18.3	2120
RP11-300J18.1	558
PHOX2A	1784
