CTD-2588J6.1	5132
CTD-2588J6.2	9508
RP13-100A9.2	4301
RP3-415N12.1	4723
RP11-959I15.3	129450
ATRX	285325
RP11-181G12.4	12214
RP11-181G12.5	4404
AC007272.1	4130
RP11-181G12.2	6596
AC007272.3	5755
RP1-241P17.4	5020
IGHV7-34-1	4434
AIMP1P1	4937
CPHL1P	51309
SSXP10	4565
AIMP1P2	4312
RP11-454K24.1	6454
RP1-20N18.4	4299
TCOF1	46669
NSRP1	73695
RP5-1000K24.2	4337
SPPL3	145862
AF001548.5	10320
AP000867.13	4121
AP000867.14	4255
RNU5B-1	4116
OPA1	108680
RHEB	58109
RP11-666A8.1	4708
AC090587.5	5192
RP11-190A12.7	19154
RP11-489D6.2	11003
AC090587.2	9149
AL359853.1	4097
AL359853.2	4396
RP11-626A1.1	5027
RP11-61E11.2	8708
RP11-61E11.1	5536
RP11-626A1.2	4319
ITGA8	210177
AC108938.2	5531
AC108938.5	38773
RP11-146D12.2	67907
ITGA1	172598
ITGA2	109454
ITGA3	38514
ITGA4	83296
ITGA5	28200
ITGA6	83100
ITGA7	35476
TRHR	36964
AC007272.4	4348
AC010468.3	4909
AC010468.2	8281
AC010468.1	4817
RP11-428L21.2	4925
UFSP1	4994
TCAM1	19088
AL359180.1	4294
RP11-566K19.5	12464
RP11-566K19.6	24087
RP11-566K19.3	39024
RP11-566K19.8	5835
RP11-566K19.9	11243
AP002348.1	7222
RP1-200K18.1	41418
AC007272.2	4963
C9orf41	51404
TEX28P2	24953
TEX28P1	24944
FAM212B	79195
FAM212A	5777
ZFP161	11022
CHST8	155553
CHST1	20746
RP11-155G15.3	4384
CHST3	53200
CHST2	7628
CHST5	10713
CHST4	17514
CHST7	28625
CHST6	22334
ITGAX	31864
BCL2A1	14558
ITGAV	94839
PREP	129520
AC004448.5	25593
ITGAL	54311
ITGAM	76880
AC004448.2	9323
ITGAD	37230
ITGAE	90616
CITF22-24E5.1	7411
AC084149.1	5578
AC084149.2	6256
ATP1B3-AS1	4770
AC114496.1	4078
IGF2R	148409
RP11-54J7.2	4491
SLC36A4	57790
SLC36A3	31005
RP4-597J3.1	4584
SLC36A1	59336
RP11-562M8.4	4400
AC114973.1	4632
RP11-45O22.1	5363
RP11-325D8.1	5219
C14orf118	106427
ARTN	7922
ART1	23289
ART3	105619
ART5	7814
ART4	21927
CTA-246H3.8	16724
AC007040.7	10794
AC009120.4	246611
CELSR3	30447
AC129492.6	6084
RNase_MRP	23205915
CRTAM	38140
RP11-170L9.1	4318
DPYD-IT1	29988
CADPS2	572333
RLF	83549
RP1-15D7.1	4224
CTD-3116E22.2	4780
SP8	8603
RNU6-15	4107
MDH1	22589
TRNAQ50P	4072
RP11-841C19.1	4342
AC007040.1	4297
RP11-841C19.3	4309
RP11-841C19.4	4235
CPEB3	246446
CPEB2	71480
SRBD1	227486
ABAT	114011
AP001877.1	4656
AE000658.31	5469
RP11-67M24.5	24192
RP11-418B12.1	8299
CTD-3065B20.1	4309
CTD-3065B20.3	14334
CTD-3065B20.2	4608
AP000568.2	4442
RP11-795J1.2	4310
RP11-795J1.1	44707
POU5F1B	9777
AL357518.1	4277
AC006482.1	5111
CTB-161K23.1	50122
RP11-300J18.2	8825
RP11-300J18.3	76383
RP11-300J18.1	21715
PHOX2A	10588
OR4A44P	4948
PHOX2B	8889
UPK2	37397
CFH	99627
AF001548.6	4641
ANKFY1	104610
CFB	28387
TPT1-AS1	54393
RP1-29C18.10	11793
CFP	10093
OPA3	78786
RP11-509A17.3	18431
AAAS	21409
SIDT1	101283
SIDT2	22712
RP11-702H23.2	4472
RP11-702H23.3	4293
RP11-78O9.1	4509
RP11-702H23.6	5478
RP5-931K24.3	6522
SAGE1	27847
RP11-89K11.1	12616
AC023162.1	4216
RP11-87M1.1	5276
CYP20A1	63347
AC098850.2	4301
AAGAB	58163
RP11-556O5.3	20271
AC098850.1	4791
RP11-556O5.5	97212
C4orf19	173555
AC098850.4	34052
RP1-278O22.1	4877
C4orf17	35300
CDH26	79596
EIF3EP2	5814
EIF3EP1	5316
AC090587.4	4788
RP11-327O17.2	22556
RP13-941N14.1	16713
IGLVI-38	4494
AC091953.1	4067
EFHA2	99407
AAA1	529071
NBEAP1	34771
NBEAP3	28457
AC103563.9	5782
CDY24P	5912
SC22CB-1D7.1	5949
STXBP2	14769
STXBP5	187200
ETV3L	11765
RP3-388M5.8	4712
GCFC1-AS1	19008
AC090283.3	6323
AC103563.3	4457
RP11-468D11.1	8119
AL031664.1	4472
ARPP21	159552
AL590726.1	4096
RP4-631H13.2	4515
MSL3P1	7008
RP4-631H13.6	4193
RP4-631H13.5	4399
RP4-631H13.4	4177
AC068858.1	8127
RP11-678L1.1	4667
NCBP2-AS1	6658
MDC1-AS1	14118
RP1-197J16.2	4412
RP4-735N21.1	4401
RP11-549L6.2	4780
C15orf26	146143
C15orf27	173285
C15orf24	21932
RP1-197J16.1	4389
C15orf23	15525
RP5-1077H22.1	7949
RP5-1077H22.2	8133
C15orf29	73423
AC079394.1	4093
ZNF117	33778
ZNF114	20210
SEZ6L	218123
AC108938.3	4136
ITGA9	375400
AL031653.1	4092
RP11-430L16.1	43925
AL031653.2	4280
PRKAR2A	107250
PRKAR2B	121163
S1PR5	9250
TRNAV36P	4073
S1PR4	5594
ITGA2B	21324
FAM58DP	5178
ZMYM2-IT1	6032
KB-1000E4.2	4463
AC009232.2	11879
RP11-655D3.2	5760
PHACTR4	134768
AC067852.1	4330
NLGN2	18987
OR2K2	5038
RP11-523H20.2	6023
NUP107	60272
RP11-680G24.1	7674
KRTAP2-2	4733
KRTAP2-1	4776
RP11-680G24.5	6383
RP11-680G24.4	5902
KRTAP2-4	4763
RP4-724E16.2	26539
RP11-776A13.3	69929
RP11-776A13.2	41384
RP11-776A13.1	20934
AC096582.7	13563
RP3-523C21.1	41460
RP3-523C21.2	18196
ZNF736P3Y	5949
RP11-3L10.2	4774
RP11-3L10.3	4428
RP11-3L10.1	4316
RP11-351I21.2	7969
SBF1P1	9631
RP11-351I21.7	5181
RP11-351I21.6	5195
RP11-542K23.10	5937
VMP1	137088
IGHVII-74-1	4241
AC104758.1	4165
PPIAP7	4484
EPN2-AS1	13666
PPIAP2	4492
PPIAP3	4505
AC105082.1	4068
AC002551.1	5465
NR1D1	11939
NR1D2	38487
AC046130.1	4095
AC105402.4	11527
MLANA	23805
RP11-380D23.2	23944
RP11-380D23.1	11018
UFSP2	30446
OGFR	13166
RPS26P43	4567
RP11-566K19.4	5078
RP11-335O13.8	12937
AL359385.2	4264
RPS26P49	4334
RP11-335O13.7	4696
KDELC1P1	5509
AL591415.1	4085
KDM4DL	6339
RN5S348	4037
RN5S349	4109
RN5S344	4104
RN5S345	4108
RN5S346	4121
RN5S347	4119
RN5S340	4107
RN5S341	4117
RN5S342	4050
RN5S343	4107
RP11-165H20.1	10058
RP11-165H20.4	10462
RP11-292B8.1	146078
PTCH2	27220
PTCH1	78078
AOAH-IT1	6287
TIMM44	21105
AC006065.1	4050
RAD9B	34432
RAD9A	10706
AC006065.2	4050
ERGIC2	47838
ERGIC3	19636
VN2R10P	4853
ERGIC1	122411
RP11-291L19.1	4325
B3GAT3	10880
B3GAT2	104360
B3GAT1	37415
AC004979.2	4068
ADCYAP1R1	63014
MTND2P33	5031
RP11-150D5.2	37981
RP11-6J24.3	4730
CALM2	135064
CALM3	13474
SPG21	31287
SPG20	72543
RP11-357N13.1	24587
GSDMA	18794
RP11-357N13.3	4684
RP11-357N13.2	5657
GSDMD	13856
UPK1A	15653
RP11-357N13.7	18892
AE000658.22	5561
DLGAP3	68150
DLGAP1	659261
AE000658.26	4930
AE000658.27	4458
DLGAP4	266783
AE000658.25	5330
RP11-554D14.3	4178
RP11-554D14.2	4679
RP11-554D14.1	6218
AE000658.29	4610
RP11-554D14.7	6173
RP11-554D14.6	29272
RP11-554D14.5	6157
CYP27B1	8918
MIR503	4071
OIP5	27354
FBXL16	17330
MIR501	4084
AC138744.2	4267
RP11-1081L13.4	38032
PTPN18	23403
MIR505	4084
PTPN13	224857
AC087491.2	6901
PTPN11	95563
RP11-1028N23.4	61674
RP11-1028N23.3	16076
RPL32P33	4397
PTPN14	198942
UTP23	86961
XXyac-YM21GA2.3	9330
LYAR	26469
RP11-716O23.1	67890
AC002465.2	25376
AC138035.1	16973
AC138035.2	10417
AL158014.1	4291
RP11-123C21.1	4207
AC008060.8	39894
C2orf81	11415
C2orf80	28731
DMRTB1	12090
SNORA81	3346634
C2orf84	29781
SNORA84	4133
C2orf89	89359
RP1-184J9.2	71912
RP11-415A20.1	25144
CTD-2230M5.1	4168
TRAPPC6A	19299
RP11-415K20.1	4492
TRAPPC6B	26722
HLA-DQB1	12917
MSMB	17020
HLA-DQB3	4938
HLA-DQB2	11437
AC004837.3	4564
RP11-323N23.1	4269
GK-IT1	4532
EIF4E1B	19960
RP11-51L5.2	4348
RP11-51L5.1	4306
AC008060.7	18281
LPAR2	9272
CDK9	9109
CTD-2267G17.2	7562
AC008060.5	12341
MCHR2	78329
CHST9	273693
CHORDC2P	6399
HMGB3P3	4763
HAPLN1	87809
AL357060.1	4095
RP4-706G24.1	4731
CAMKK2	64615
CAMKK1	38577
RP11-255L13.1	4393
PPP1R1AP2	4397
HMGN2P31	4268
RP11-409K20.6	7006
RP3-430N8.8	4563
RP11-536P6.3	6328
RP11-409K20.7	4478
PPP1R1AP1	4425
RP11-863H1.1	6584
RP11-78C6.1	16760
U47924.27	5202
U47924.25	10471
CHMP3	221692
RPL36AL	6167
RP11-128B16.3	5632
CHMP7	22363
CHMP6	21920
CHMP5	21038
RP11-413C10.6	4937
OR52N4	5037
OR52N5	5034
OR52N2	5035
AC015845.1	4134
OR52N1	4963
NCLP2	5462
LY6G6C	7198
LY6G6D	6449
LY6G6E	31111
LY6G6F	14942
HOXA10	13671
AC022002.5	4345
LIPT1P1	5186
GTF2I	107033
AP002783.1	4058
AP002783.3	4071
AP002783.2	4069
AP002783.5	4067
AP002783.4	4069
COX4I1P2	4547
AP002783.6	4068
GALNTL5	67556
GALNTL4	355130
GALNTL6	1233306
RP11-338E21.2	5633
RP11-338E21.3	4960
RP11-338E21.1	14382
RP11-76N22.2	151692
RP11-76N22.3	4322
RP11-76N22.1	4320
AC004837.4	4681
RP11-738G5.2	22029
RP11-442O18.1	5291
RP11-442O18.2	7393
RP11-442O18.3	4468
RP11-756H6.1	6820
TDH	32816
CTD-2547G23.2	4970
KRTAP11-1	4909
TDG	27071
HN1	23436
AC010874.1	4093
RP11-24O6.2	7016
AP001468.58	7863
ENTPD6	35037
RP11-1286E23.8	19832
LRRC27	53397
RP11-365D23.2	4438
LRRC25	10461
LRRC24	8629
KIAA1522	37086
MPDU1	13143
LRRC20	87654
AC092291.1	4095
CTD-3126B10.1	5838
AC020917.1	4289
CTD-3126B10.4	5131
LRRC28	143368
AC020663.1	5581
GCNT4	7436
GCNT7	38434
RP11-260O18.1	481538
RP11-127B16.1	4827
AC010132.11	5344
GCNT3	49365
GCNT2	141146
RP11-471G13.2	4645
AC144450.1	77449
LPCAT4	12374
LPCAT2	81673
LPCAT3	44467
RPL35AP	4797
RP11-1286E23.3	7974
NDUFB11P1	4625
TTTY18	4509
AC004448.1	4566
RP11-134C1.1	4207
RP11-129J12.2	8828
RP11-129J12.1	5181
AL391832.1	4302
AC090286.2	4587
RP11-227H4.1	4554
RP11-98L5.2	16178
RP11-227H4.4	4214
RP11-227H4.5	6765
RP11-462G8.2	9693
RP11-462G8.3	4560
RP11-48L13.1	4368
RP11-498M5.2	64010
RP11-1286E23.5	5593
AC068280.1	6426
RP11-498A13.1	4862
RP5-837M10.2	4766
SNAPC3	47250
RP5-837M10.1	4814
RP11-357H14.16	6630
RP5-837M10.4	27599
MIR513C	4084
RP11-357H14.19	35659
FAM134B	148021
PDK1	73723
RP11-61J19.2	4928
RP11-61J19.3	14372
RP11-61J19.4	5899
PDK4	17018
LNPEP	106122
ALPI	7910
SEC61A1	24043
SEC61A2	44325
ALPL	73048
PECR	90627
RP11-127O4.2	4872
NAPRT1	7865
PKP4P1	6158
MIR193A	4088
MIR193B	4083
AC005009.1	4942
HAS2-AS1	9401
PLA2G12AP1	4565
PLA2G12AP2	4264
AC090699.1	11579
RP11-111F10.3	4794
RP11-282I1.2	13541
RP11-282I1.1	165259
RP11-304L19.11	5332
RP11-304L19.13	9264
RP11-304L19.12	5225
CTAGE11P	6353
BX649597.4	5324
RP11-255M2.1	5354
HMGN2P19	4265
HMGN2P18	4276
RP11-727A23.8	4236
RP11-49I4.3	5206
RP5-882O7.5	4390
RP5-882O7.4	4492
HMGN2P11	4403
RP11-727A23.7	7949
RP5-882O7.1	4162
RP11-727A23.1	4400
RP11-19E11.1	5286
DDIT3	7930
DDIT4	6117
SURF6P1	4827
DOCK9-AS1	6546
RIIAD1	23373
AC092013.1	4332
RP1-308E4.1	4414
PPPDE1	60099
PPPDE2	27069
RP11-170M17.2	4795
RP11-170M17.1	329905
OR5R1	4975
RP11-726G23.3	4358
RP11-726G23.2	4181
GOLGA8H	14436
RP11-726G23.7	4510
GOLGA8J	14545
RP11-124O11.2	6491
