ENST00000496116	2145
ENST00000496117	528
ENST00000496114	1028
ENST00000496115	592
ENST00000496112	1270
ENST00000496113	641
ENST00000496110	2707
ENST00000496118	642
ENST00000496119	721
ENST00000160298	4102
ENST00000506095	110
ENST00000506094	1078
ENST00000506097	347
ENST00000506096	457
ENST00000506091	545
ENST00000506090	1835
ENST00000506093	596
ENST00000506092	3745
ENST00000506099	664
ENST00000248668	3381
ENST00000314330	3815
ENST00000314332	647
ENST00000462418	905
ENST00000462419	1021
ENST00000462410	4958
ENST00000462412	894
ENST00000462414	231
ENST00000462415	585
ENST00000462417	847
ENST00000411993	626
ENST00000411992	981
ENST00000411991	1183
ENST00000411990	1783
ENST00000567098	1255
ENST00000411996	4618
ENST00000411995	2109
ENST00000411994	1404
ENST00000567094	834
ENST00000567095	456
ENST00000567096	446
ENST00000411998	2228
ENST00000567090	298
ENST00000567091	730
ENST00000567092	710
ENST00000567093	3455
ENST00000377689	2138
ENST00000399302	9335
ENST00000399300	7269
ENST00000399306	803
ENST00000399304	2082
ENST00000479740	529
ENST00000335934	1635
ENST00000479741	2541
ENST00000224073	640
ENST00000492918	1487
ENST00000492919	546
ENST00000492913	662
ENST00000492910	685
ENST00000456146	470
ENST00000492917	866
ENST00000492914	735
ENST00000492915	2479
ENST00000231790	2752
ENST00000528938	551
ENST00000528936	552
ENST00000528937	1378
ENST00000528934	554
ENST00000528935	846
ENST00000528932	555
ENST00000528933	1464
ENST00000528930	862
ENST00000528931	2868
ENST00000503768	2036
ENST00000503769	608
ENST00000503760	1413
ENST00000503761	858
ENST00000503762	1237
ENST00000503763	455
ENST00000503764	376
ENST00000503765	597
ENST00000503766	2999
ENST00000503767	1315
ENST00000364945	106
ENST00000573774	2056
ENST00000573770	789
ENST00000573771	549
ENST00000573772	410
ENST00000573773	934
ENST00000461330	812
ENST00000461331	419
ENST00000461333	71
ENST00000461334	411
ENST00000461336	567
ENST00000461337	71
ENST00000391796	1108
ENST00000407653	3785
ENST00000407656	1365
ENST00000407654	1453
ENST00000291971	3934
ENST00000329312	2106
ENST00000233139	2372
ENST00000329314	1582
ENST00000329319	1019
ENST00000500236	1008
ENST00000500232	2324
ENST00000246841	3949
ENST00000565288	242
ENST00000439362	1522
ENST00000439363	890
ENST00000439360	508
ENST00000439367	392
ENST00000439364	597
ENST00000439365	1341
ENST00000439368	901
ENST00000439369	966
ENST00000447532	1803
ENST00000447533	919
ENST00000478002	1065
ENST00000478003	666
ENST00000447536	791
ENST00000478005	554
ENST00000447534	2644
ENST00000478007	3465
ENST00000478008	211
ENST00000478009	899
ENST00000447538	558
ENST00000447539	572
ENST00000524132	570
ENST00000524133	570
ENST00000524131	721
ENST00000524136	955
ENST00000524137	552
ENST00000524134	486
ENST00000524135	5091
ENST00000524138	682
ENST00000524139	1744
ENST00000527163	567
ENST00000376256	1589
ENST00000376257	3290
ENST00000376254	1226
ENST00000376255	3039
ENST00000376250	1440
ENST00000376251	5813
ENST00000376258	1734
ENST00000376259	3683
ENST00000235878	2062
ENST00000299596	1443
ENST00000321949	6943
ENST00000258484	3642
ENST00000321944	2306
ENST00000321945	2869
ENST00000299598	5818
ENST00000478687	1021
ENST00000478684	657
ENST00000421770	223
ENST00000552842	595
ENST00000421771	1078
ENST00000373758	5205
ENST00000373759	1036
ENST00000487963	407
ENST00000487962	2024
ENST00000487965	809
ENST00000487964	902
ENST00000487967	168
ENST00000487966	66
ENST00000373750	2233
ENST00000479356	5333
ENST00000479355	588
ENST00000478681	337
ENST00000479353	1895
ENST00000479352	1753
ENST00000479351	2395
ENST00000479350	940
ENST00000289407	1883
ENST00000292616	2215
ENST00000289409	2535
ENST00000525661	1125
ENST00000525660	1252
ENST00000525663	758
ENST00000525662	547
ENST00000525665	1632
ENST00000525664	935
ENST00000525667	586
ENST00000525666	1180
ENST00000525669	582
ENST00000525668	147
ENST00000390809	94
ENST00000559262	816
ENST00000559260	551
ENST00000559261	708
ENST00000559266	545
ENST00000559267	436
ENST00000559264	867
ENST00000559265	568
ENST00000552840	318
ENST00000559268	560
ENST00000559269	828
ENST00000276110	2035
ENST00000363724	104
ENST00000552843	316
ENST00000363727	170
ENST00000363723	82
ENST00000467310	1061
ENST00000467311	1489
ENST00000467312	2536
ENST00000467313	703
ENST00000467314	478
ENST00000467315	1947
ENST00000467316	2260
ENST00000467317	1224
ENST00000528165	2828
ENST00000528164	561
